turbine_id,target_time_utc,actual_power
1,2026-01-04T10:00:00Z,0.033333
1,2026-01-04T11:00:00Z,0.253333
1,2026-01-04T12:00:00Z,0.616667
1,2026-01-04T13:00:00Z,0.601667
1,2026-01-04T14:00:00Z,0.636667
1,2026-01-04T15:00:00Z,0.475000
1,2026-01-04T16:00:00Z,0.323333
1,2026-01-04T17:00:00Z,0.468333
1,2026-01-04T18:00:00Z,0.766667
1,2026-01-04T19:00:00Z,0.286667
1,2026-01-04T20:00:00Z,0.326667
1,2026-01-04T21:00:00Z,0.341667
1,2026-01-04T22:00:00Z,0.278333
1,2026-01-04T23:00:00Z,0.170000
1,2026-01-05T00:00:00Z,0.123333
1,2026-01-05T01:00:00Z,0.045000
1,2026-01-05T02:00:00Z,0.010000
1,2026-01-05T03:00:00Z,0.010000
1,2026-01-05T04:00:00Z,0.010000
1,2026-01-05T05:00:00Z,0.010000
1,2026-01-05T06:00:00Z,0.010000
1,2026-01-05T07:00:00Z,0.018333
1,2026-01-05T08:00:00Z,0.031667
1,2026-01-05T09:00:00Z,0.010000
1,2026-01-05T10:00:00Z,0.010000
1,2026-01-05T11:00:00Z,0.020000
1,2026-01-05T12:00:00Z,0.036667
1,2026-01-05T13:00:00Z,0.068333
1,2026-01-05T14:00:00Z,0.083333
1,2026-01-05T15:00:00Z,0.131667
1,2026-01-05T16:00:00Z,0.188333
1,2026-01-05T17:00:00Z,0.376667
1,2026-01-05T18:00:00Z,0.421667
1,2026-01-05T19:00:00Z,0.375000
1,2026-01-05T20:00:00Z,0.318333
1,2026-01-05T21:00:00Z,0.816667
1,2026-01-05T22:00:00Z,0.986667
1,2026-01-05T23:00:00Z,0.843333
1,2026-01-06T00:00:00Z,0.970000
1,2026-01-06T01:00:00Z,0.876667
1,2026-01-06T02:00:00Z,0.973333
1,2026-01-06T03:00:00Z,0.990000
1,2026-01-06T04:00:00Z,0.978333
1,2026-01-06T05:00:00Z,0.968333
1,2026-01-06T06:00:00Z,0.986667
1,2026-01-06T07:00:00Z,0.976667
1,2026-01-06T08:00:00Z,0.968333
1,2026-01-06T09:00:00Z,0.986667
1,2026-01-06T10:00:00Z,0.990000
1,2026-01-06T11:00:00Z,0.988333
1,2026-01-06T12:00:00Z,0.988333
1,2026-01-06T13:00:00Z,0.990000
1,2026-01-06T14:00:00Z,0.855000
1,2026-01-06T15:00:00Z,0.696667
1,2026-01-06T16:00:00Z,0.463333
1,2026-01-06T17:00:00Z,0.230000
1,2026-01-06T18:00:00Z,0.020000
1,2026-01-06T19:00:00Z,0.010000
1,2026-01-06T20:00:00Z,0.028333
1,2026-01-06T21:00:00Z,0.028333
1,2026-01-06T22:00:00Z,0.010000
1,2026-01-06T23:00:00Z,0.010000
1,2026-01-07T00:00:00Z,0.010000
1,2026-01-07T01:00:00Z,0.010000
1,2026-01-07T02:00:00Z,0.010000
1,2026-01-07T03:00:00Z,0.010000
1,2026-01-07T04:00:00Z,0.010000
1,2026-01-07T05:00:00Z,0.010000
1,2026-01-07T06:00:00Z,0.010000
1,2026-01-07T07:00:00Z,0.010000
1,2026-01-07T08:00:00Z,0.010000
1,2026-01-07T09:00:00Z,0.010000
1,2026-01-07T10:00:00Z,0.010000
1,2026-01-07T11:00:00Z,0.011667
1,2026-01-07T12:00:00Z,0.028333
1,2026-01-07T13:00:00Z,0.020000
1,2026-01-07T14:00:00Z,0.011667
1,2026-01-07T15:00:00Z,0.010000
1,2026-01-07T16:00:00Z,0.010000
1,2026-01-07T17:00:00Z,0.010000
1,2026-01-07T18:00:00Z,0.010000
1,2026-01-07T19:00:00Z,0.010000
1,2026-01-07T20:00:00Z,0.010000
1,2026-01-07T21:00:00Z,0.010000
1,2026-01-07T22:00:00Z,0.010000
1,2026-01-07T23:00:00Z,0.010000
1,2026-01-08T00:00:00Z,0.010000
1,2026-01-08T01:00:00Z,0.010000
1,2026-01-08T02:00:00Z,0.010000
1,2026-01-08T03:00:00Z,0.010000
1,2026-01-08T04:00:00Z,0.010000
1,2026-01-08T05:00:00Z,0.010000
1,2026-01-08T06:00:00Z,0.010000
1,2026-01-08T07:00:00Z,0.010000
1,2026-01-08T08:00:00Z,0.008333
1,2026-01-08T09:00:00Z,0.010000
1,2026-01-08T10:00:00Z,0.183333
1,2026-01-08T11:00:00Z,0.138333
1,2026-01-08T12:00:00Z,0.135000
1,2026-01-08T13:00:00Z,0.120000
1,2026-01-08T14:00:00Z,0.010000
1,2026-01-08T15:00:00Z,0.013333
1,2026-01-08T16:00:00Z,0.013333
1,2026-01-08T17:00:00Z,0.010000
1,2026-01-08T18:00:00Z,0.010000
1,2026-01-08T19:00:00Z,0.011667
1,2026-01-08T20:00:00Z,0.010000
1,2026-01-08T21:00:00Z,0.013333
1,2026-01-08T22:00:00Z,0.010000
1,2026-01-08T23:00:00Z,0.010000
1,2026-01-09T00:00:00Z,0.010000
1,2026-01-09T01:00:00Z,0.010000
1,2026-01-09T02:00:00Z,0.010000
1,2026-01-09T03:00:00Z,0.010000
1,2026-01-09T04:00:00Z,0.010000
1,2026-01-09T05:00:00Z,0.010000
1,2026-01-09T06:00:00Z,0.010000
1,2026-01-09T07:00:00Z,0.010000
1,2026-01-09T08:00:00Z,0.011667
1,2026-01-09T09:00:00Z,0.010000
1,2026-01-09T10:00:00Z,0.010000
1,2026-01-09T11:00:00Z,0.026667
1,2026-01-09T12:00:00Z,0.030000
1,2026-01-09T13:00:00Z,0.011667
1,2026-01-09T14:00:00Z,0.008333
1,2026-01-09T15:00:00Z,0.010000
1,2026-01-09T16:00:00Z,0.010000
1,2026-01-09T17:00:00Z,0.010000
1,2026-01-09T18:00:00Z,0.010000
1,2026-01-09T19:00:00Z,0.010000
1,2026-01-09T20:00:00Z,0.010000
1,2026-01-09T21:00:00Z,0.010000
1,2026-01-09T22:00:00Z,0.010000
1,2026-01-09T23:00:00Z,0.010000
1,2026-01-10T00:00:00Z,0.028333
1,2026-01-10T01:00:00Z,0.061667
1,2026-01-10T02:00:00Z,0.058333
1,2026-01-10T03:00:00Z,0.051667
1,2026-01-10T04:00:00Z,0.115000
1,2026-01-10T05:00:00Z,0.070000
1,2026-01-10T06:00:00Z,0.090000
1,2026-01-10T07:00:00Z,0.053333
1,2026-01-10T08:00:00Z,0.213333
1,2026-01-10T09:00:00Z,0.191667
1,2026-01-10T10:00:00Z,0.188333
1,2026-01-10T11:00:00Z,0.180000
1,2026-01-10T12:00:00Z,0.151667
1,2026-01-10T13:00:00Z,0.416667
1,2026-01-10T14:00:00Z,0.388333
1,2026-01-10T15:00:00Z,0.540000
1,2026-01-10T16:00:00Z,0.575000
1,2026-01-10T17:00:00Z,0.345000
1,2026-01-10T18:00:00Z,0.408333
1,2026-01-10T19:00:00Z,0.840000
1,2026-01-10T20:00:00Z,0.898333
1,2026-01-10T21:00:00Z,0.711667
1,2026-01-10T22:00:00Z,0.771667
1,2026-01-10T23:00:00Z,0.850000
1,2026-01-11T00:00:00Z,0.468333
1,2026-01-11T01:00:00Z,0.553333
1,2026-01-11T02:00:00Z,0.486667
1,2026-01-11T03:00:00Z,0.210000
1,2026-01-11T04:00:00Z,0.325000
1,2026-01-11T05:00:00Z,0.280000
1,2026-01-11T06:00:00Z,0.403333
1,2026-01-11T07:00:00Z,0.596667
1,2026-01-11T08:00:00Z,0.600000
1,2026-01-11T09:00:00Z,0.313333
1,2026-01-11T10:00:00Z,0.218333
1,2026-01-11T11:00:00Z,0.280000
1,2026-01-11T12:00:00Z,0.231667
1,2026-01-11T13:00:00Z,0.445000
1,2026-01-11T14:00:00Z,0.451667
1,2026-01-11T15:00:00Z,0.275000
1,2026-01-11T16:00:00Z,0.606667
1,2026-01-11T17:00:00Z,0.550000
1,2026-01-11T18:00:00Z,0.331667
1,2026-01-11T19:00:00Z,0.580000
1,2026-01-11T20:00:00Z,0.403333
1,2026-01-11T21:00:00Z,0.068333
1,2026-01-11T22:00:00Z,0.015000
1,2026-01-11T23:00:00Z,0.023333
1,2026-01-12T00:00:00Z,0.010000
1,2026-01-12T01:00:00Z,0.010000
1,2026-01-12T02:00:00Z,0.010000
1,2026-01-12T03:00:00Z,0.010000
1,2026-01-12T04:00:00Z,0.010000
1,2026-01-12T05:00:00Z,0.010000
1,2026-01-12T06:00:00Z,0.010000
1,2026-01-12T07:00:00Z,0.011667
1,2026-01-12T08:00:00Z,0.096667
1,2026-01-12T09:00:00Z,0.163333
1,2026-01-12T10:00:00Z,0.056667
1,2026-01-12T11:00:00Z,0.153333
1,2026-01-12T12:00:00Z,0.545000
1,2026-01-12T13:00:00Z,0.615000
1,2026-01-12T14:00:00Z,0.580000
1,2026-01-12T15:00:00Z,0.563333
1,2026-01-12T16:00:00Z,0.285000
1,2026-01-12T17:00:00Z,0.263333
1,2026-01-12T18:00:00Z,0.118333
1,2026-01-12T19:00:00Z,0.223333
1,2026-01-12T20:00:00Z,0.138333
1,2026-01-12T21:00:00Z,0.148333
1,2026-01-12T22:00:00Z,0.228333
1,2026-01-12T23:00:00Z,0.176667
1,2026-01-13T00:00:00Z,0.045000
1,2026-01-13T01:00:00Z,0.010000
1,2026-01-13T02:00:00Z,0.021667
1,2026-01-13T03:00:00Z,0.113333
1,2026-01-13T04:00:00Z,0.148333
1,2026-01-13T05:00:00Z,0.180000
1,2026-01-13T06:00:00Z,0.233333
1,2026-01-13T07:00:00Z,0.515000
1,2026-01-13T08:00:00Z,0.640000
1,2026-01-13T09:00:00Z,0.783333
1,2026-01-13T10:00:00Z,0.985000
1,2026-01-13T11:00:00Z,0.990000
1,2026-01-13T12:00:00Z,0.990000
1,2026-01-13T13:00:00Z,0.990000
1,2026-01-13T14:00:00Z,0.990000
1,2026-01-13T15:00:00Z,0.990000
1,2026-01-13T16:00:00Z,0.926667
1,2026-01-13T17:00:00Z,0.951667
1,2026-01-13T18:00:00Z,0.918333
1,2026-01-13T19:00:00Z,0.758333
1,2026-01-13T20:00:00Z,0.838333
1,2026-01-13T21:00:00Z,0.935000
1,2026-01-13T22:00:00Z,0.863333
1,2026-01-13T23:00:00Z,0.570000
1,2026-01-14T00:00:00Z,0.360000
1,2026-01-14T01:00:00Z,0.091667
1,2026-01-14T02:00:00Z,0.036667
1,2026-01-14T03:00:00Z,0.316667
1,2026-01-14T04:00:00Z,0.260000
1,2026-01-14T05:00:00Z,0.045000
1,2026-01-14T06:00:00Z,0.015000
1,2026-01-14T07:00:00Z,0.063333
1,2026-01-14T08:00:00Z,0.113333
1,2026-01-14T09:00:00Z,0.136667
1,2026-01-14T10:00:00Z,0.170000
1,2026-01-14T11:00:00Z,0.115000
1,2026-01-14T12:00:00Z,0.155000
1,2026-01-14T13:00:00Z,0.140000
1,2026-01-14T14:00:00Z,0.133333
1,2026-01-14T15:00:00Z,0.200000
1,2026-01-14T16:00:00Z,0.361667
1,2026-01-14T17:00:00Z,0.240000
1,2026-01-14T18:00:00Z,0.108333
1,2026-01-14T19:00:00Z,0.046667
1,2026-01-14T20:00:00Z,0.020000
1,2026-01-14T21:00:00Z,0.020000
1,2026-01-14T22:00:00Z,0.011667
1,2026-01-14T23:00:00Z,0.010000
1,2026-01-15T00:00:00Z,0.010000
1,2026-01-15T01:00:00Z,0.010000
1,2026-01-15T02:00:00Z,0.010000
1,2026-01-15T03:00:00Z,0.010000
1,2026-01-15T04:00:00Z,0.010000
1,2026-01-15T05:00:00Z,0.010000
1,2026-01-15T06:00:00Z,0.010000
1,2026-01-15T07:00:00Z,0.010000
1,2026-01-15T08:00:00Z,0.010000
1,2026-01-15T09:00:00Z,0.010000
1,2026-01-15T10:00:00Z,0.020000
1,2026-01-15T11:00:00Z,0.040000
1,2026-01-15T12:00:00Z,0.083333
1,2026-01-15T13:00:00Z,0.091667
1,2026-01-15T14:00:00Z,0.063333
1,2026-01-15T15:00:00Z,0.113333
1,2026-01-15T16:00:00Z,0.208333
1,2026-01-15T17:00:00Z,0.045000
1,2026-01-15T18:00:00Z,0.010000
1,2026-01-15T19:00:00Z,0.095000
1,2026-01-15T20:00:00Z,0.138333
1,2026-01-15T21:00:00Z,0.073333
1,2026-01-15T22:00:00Z,0.050000
1,2026-01-15T23:00:00Z,0.040000
1,2026-01-16T00:00:00Z,0.013333
1,2026-01-16T01:00:00Z,0.031667
1,2026-01-16T02:00:00Z,0.020000
1,2026-01-16T03:00:00Z,0.030000
1,2026-01-16T04:00:00Z,0.071667
1,2026-01-16T05:00:00Z,0.016667
1,2026-01-16T06:00:00Z,0.048333
1,2026-01-16T07:00:00Z,0.040000
1,2026-01-16T08:00:00Z,0.090000
1,2026-01-16T09:00:00Z,0.230000
1,2026-01-16T10:00:00Z,0.383333
1,2026-01-16T11:00:00Z,0.375000
1,2026-01-16T12:00:00Z,0.446667
1,2026-01-16T13:00:00Z,0.605000
1,2026-01-16T14:00:00Z,0.766667
1,2026-01-16T15:00:00Z,0.971667
1,2026-01-16T16:00:00Z,0.928333
1,2026-01-16T17:00:00Z,0.876667
1,2026-01-16T18:00:00Z,0.850000
1,2026-01-16T19:00:00Z,0.968333
1,2026-01-16T20:00:00Z,0.960000
1,2026-01-16T21:00:00Z,0.895000
1,2026-01-16T22:00:00Z,0.825000
1,2026-01-16T23:00:00Z,0.816667
1,2026-01-17T00:00:00Z,0.903333
1,2026-01-17T01:00:00Z,0.700000
1,2026-01-17T02:00:00Z,0.620000
1,2026-01-17T03:00:00Z,0.408333
1,2026-01-17T04:00:00Z,0.418333
1,2026-01-17T05:00:00Z,0.283333
1,2026-01-17T06:00:00Z,0.131667
1,2026-01-17T07:00:00Z,0.051667
1,2026-01-17T08:00:00Z,0.063333
1,2026-01-17T09:00:00Z,0.088333
1,2026-01-17T10:00:00Z,0.053333
1,2026-01-17T11:00:00Z,0.033333
1,2026-01-17T12:00:00Z,0.010000
1,2026-01-17T13:00:00Z,0.010000
1,2026-01-17T14:00:00Z,0.028333
1,2026-01-17T15:00:00Z,0.013333
1,2026-01-17T16:00:00Z,0.010000
1,2026-01-17T17:00:00Z,0.010000
1,2026-01-17T18:00:00Z,0.010000
1,2026-01-17T19:00:00Z,0.010000
1,2026-01-17T20:00:00Z,0.010000
1,2026-01-17T21:00:00Z,0.010000
1,2026-01-17T22:00:00Z,0.010000
1,2026-01-17T23:00:00Z,0.010000
1,2026-01-18T00:00:00Z,0.010000
1,2026-01-18T01:00:00Z,0.013333
1,2026-01-18T02:00:00Z,0.010000
1,2026-01-18T03:00:00Z,0.011667
1,2026-01-18T04:00:00Z,0.096667
1,2026-01-18T05:00:00Z,0.051667
1,2026-01-18T06:00:00Z,0.153333
1,2026-01-18T07:00:00Z,0.233333
1,2026-01-18T08:00:00Z,0.351667
1,2026-01-18T09:00:00Z,0.375000
1,2026-01-18T10:00:00Z,0.231667
1,2026-01-18T11:00:00Z,0.168333
1,2026-01-18T12:00:00Z,0.120000
1,2026-01-18T13:00:00Z,0.191667
1,2026-01-18T14:00:00Z,0.203333
1,2026-01-18T15:00:00Z,0.291667
1,2026-01-18T16:00:00Z,0.306667
1,2026-01-18T17:00:00Z,0.316667
1,2026-01-18T18:00:00Z,0.225000
1,2026-01-18T19:00:00Z,0.356667
1,2026-01-18T20:00:00Z,0.615000
1,2026-01-18T21:00:00Z,0.535000
1,2026-01-18T22:00:00Z,0.391667
1,2026-01-18T23:00:00Z,0.338333
1,2026-01-19T00:00:00Z,0.470000
1,2026-01-19T01:00:00Z,0.348333
1,2026-01-19T02:00:00Z,0.135000
1,2026-01-19T03:00:00Z,0.266667
1,2026-01-19T04:00:00Z,0.315000
1,2026-01-19T05:00:00Z,0.331667
1,2026-01-19T06:00:00Z,0.286667
1,2026-01-19T07:00:00Z,0.370000
1,2026-01-19T08:00:00Z,0.356667
1,2026-01-19T09:00:00Z,0.313333
1,2026-01-19T10:00:00Z,0.288333
1,2026-01-19T11:00:00Z,0.263333
1,2026-01-19T12:00:00Z,0.228333
1,2026-01-19T13:00:00Z,0.421667
1,2026-01-19T14:00:00Z,0.361667
1,2026-01-19T15:00:00Z,0.326667
1,2026-01-19T16:00:00Z,0.033333
1,2026-01-19T17:00:00Z,0.070000
1,2026-01-19T18:00:00Z,0.015000
1,2026-01-19T19:00:00Z,0.010000
1,2026-01-19T20:00:00Z,0.010000
1,2026-01-19T21:00:00Z,0.010000
1,2026-01-19T22:00:00Z,0.010000
1,2026-01-19T23:00:00Z,0.013333
1,2026-01-20T00:00:00Z,0.108333
1,2026-01-20T01:00:00Z,0.035000
1,2026-01-20T02:00:00Z,0.010000
1,2026-01-20T03:00:00Z,0.010000
1,2026-01-20T04:00:00Z,0.010000
1,2026-01-20T05:00:00Z,0.018333
1,2026-01-20T06:00:00Z,0.051667
1,2026-01-20T07:00:00Z,0.018333
1,2026-01-20T08:00:00Z,0.030000
1,2026-01-20T09:00:00Z,0.093333
1,2026-01-20T10:00:00Z,0.035000
1,2026-01-20T11:00:00Z,0.013333
1,2026-01-20T12:00:00Z,0.010000
1,2026-01-20T13:00:00Z,0.010000
1,2026-01-20T14:00:00Z,0.010000
1,2026-01-20T15:00:00Z,0.010000
1,2026-01-20T16:00:00Z,0.010000
1,2026-01-20T17:00:00Z,0.041667
1,2026-01-20T18:00:00Z,0.183333
1,2026-01-20T19:00:00Z,0.273333
1,2026-01-20T20:00:00Z,0.260000
1,2026-01-20T21:00:00Z,0.391667
1,2026-01-20T22:00:00Z,0.673333
1,2026-01-20T23:00:00Z,0.801667
1,2026-01-21T00:00:00Z,0.946667
1,2026-01-21T01:00:00Z,0.886667
1,2026-01-21T02:00:00Z,0.993333
1,2026-01-21T03:00:00Z,0.990000
1,2026-01-21T04:00:00Z,0.990000
1,2026-01-21T05:00:00Z,0.946667
1,2026-01-21T06:00:00Z,0.990000
1,2026-01-21T07:00:00Z,0.990000
1,2026-01-21T08:00:00Z,0.988333
1,2026-01-21T09:00:00Z,0.988333
1,2026-01-21T10:00:00Z,0.958333
1,2026-01-21T11:00:00Z,0.988333
1,2026-01-21T12:00:00Z,0.980000
1,2026-01-21T13:00:00Z,0.361667
1,2026-01-21T14:00:00Z,0.060000
1,2026-01-21T15:00:00Z,0.216667
1,2026-01-21T16:00:00Z,0.186667
1,2026-01-21T17:00:00Z,0.178333
1,2026-01-21T18:00:00Z,0.328333
1,2026-01-21T19:00:00Z,0.440000
1,2026-01-21T20:00:00Z,0.548333
1,2026-01-21T21:00:00Z,0.398333
1,2026-01-21T22:00:00Z,0.456667
1,2026-01-21T23:00:00Z,0.275000
1,2026-01-22T00:00:00Z,0.431667
1,2026-01-22T01:00:00Z,0.095000
1,2026-01-22T02:00:00Z,0.033333
1,2026-01-22T03:00:00Z,0.010000
1,2026-01-22T04:00:00Z,0.033333
1,2026-01-22T05:00:00Z,0.016667
1,2026-01-22T06:00:00Z,0.011667
1,2026-01-22T07:00:00Z,0.010000
1,2026-01-22T08:00:00Z,0.156667
1,2026-01-22T09:00:00Z,0.320000
1,2026-01-22T10:00:00Z,0.301667
1,2026-01-22T11:00:00Z,0.508333
1,2026-01-22T12:00:00Z,0.471667
1,2026-01-22T13:00:00Z,0.451667
1,2026-01-22T14:00:00Z,0.706667
1,2026-01-22T15:00:00Z,0.758333
1,2026-01-22T16:00:00Z,0.698333
1,2026-01-22T17:00:00Z,0.970000
1,2026-01-22T18:00:00Z,0.988333
1,2026-01-22T19:00:00Z,0.990000
1,2026-01-22T20:00:00Z,0.990000
1,2026-01-22T21:00:00Z,0.985000
1,2026-01-22T22:00:00Z,0.833333
1,2026-01-22T23:00:00Z,0.456667
1,2026-01-23T00:00:00Z,0.423333
1,2026-01-23T01:00:00Z,0.456667
1,2026-01-23T02:00:00Z,0.300000
1,2026-01-23T03:00:00Z,0.720000
1,2026-01-23T04:00:00Z,0.833333
1,2026-01-23T05:00:00Z,0.905000
1,2026-01-23T06:00:00Z,0.503333
1,2026-01-23T07:00:00Z,0.233333
1,2026-01-23T08:00:00Z,0.125000
1,2026-01-23T09:00:00Z,0.171667
1,2026-01-23T10:00:00Z,0.301667
1,2026-01-23T11:00:00Z,0.650000
1,2026-01-23T12:00:00Z,0.523333
1,2026-01-23T13:00:00Z,0.363333
1,2026-01-23T14:00:00Z,0.151667
1,2026-01-23T15:00:00Z,0.073333
1,2026-01-23T16:00:00Z,0.023333
1,2026-01-23T17:00:00Z,0.038333
1,2026-01-23T18:00:00Z,0.010000
1,2026-01-23T19:00:00Z,0.010000
1,2026-01-23T20:00:00Z,0.010000
1,2026-01-23T21:00:00Z,0.010000
1,2026-01-23T22:00:00Z,0.010000
1,2026-01-23T23:00:00Z,0.010000
1,2026-01-24T00:00:00Z,0.010000
1,2026-01-24T01:00:00Z,0.033333
1,2026-01-24T02:00:00Z,0.108333
1,2026-01-24T03:00:00Z,0.710000
1,2026-01-24T04:00:00Z,0.971667
1,2026-01-24T05:00:00Z,0.990000
1,2026-01-24T06:00:00Z,0.990000
1,2026-01-24T07:00:00Z,0.853333
1,2026-01-24T08:00:00Z,0.990000
1,2026-01-24T09:00:00Z,0.990000
1,2026-01-24T10:00:00Z,0.986667
1,2026-01-24T11:00:00Z,0.988333
1,2026-01-24T12:00:00Z,0.990000
1,2026-01-24T13:00:00Z,0.990000
1,2026-01-24T14:00:00Z,0.948333
1,2026-01-24T15:00:00Z,0.970000
1,2026-01-24T16:00:00Z,0.990000
1,2026-01-24T17:00:00Z,0.960000
1,2026-01-24T18:00:00Z,0.971667
1,2026-01-24T19:00:00Z,0.976667
1,2026-01-24T20:00:00Z,0.638333
1,2026-01-24T21:00:00Z,0.295000
1,2026-01-24T22:00:00Z,0.495000
1,2026-01-24T23:00:00Z,0.553333
1,2026-01-25T00:00:00Z,0.131667
1,2026-01-25T01:00:00Z,0.023333
1,2026-01-25T02:00:00Z,0.358333
1,2026-01-25T03:00:00Z,0.353333
1,2026-01-25T04:00:00Z,0.146667
1,2026-01-25T05:00:00Z,0.066667
1,2026-01-25T06:00:00Z,0.008333
1,2026-01-25T07:00:00Z,0.010000
1,2026-01-25T08:00:00Z,0.010000
1,2026-01-25T09:00:00Z,0.010000
1,2026-01-25T10:00:00Z,0.010000
1,2026-01-25T11:00:00Z,0.010000
1,2026-01-25T12:00:00Z,0.010000
1,2026-01-25T13:00:00Z,0.010000
1,2026-01-25T14:00:00Z,0.036667
1,2026-01-25T15:00:00Z,0.148333
1,2026-01-25T16:00:00Z,0.201667
1,2026-01-25T17:00:00Z,0.336667
1,2026-01-25T18:00:00Z,0.610000
1,2026-01-25T19:00:00Z,0.268333
1,2026-01-25T20:00:00Z,0.228333
1,2026-01-25T21:00:00Z,0.295000
1,2026-01-25T22:00:00Z,0.306667
1,2026-01-25T23:00:00Z,0.276667
1,2026-01-26T00:00:00Z,0.603333
1,2026-01-26T01:00:00Z,0.291667
1,2026-01-26T02:00:00Z,0.273333
1,2026-01-26T03:00:00Z,0.313333
1,2026-01-26T04:00:00Z,0.238333
1,2026-01-26T05:00:00Z,0.243333
1,2026-01-26T06:00:00Z,0.476667
1,2026-01-26T07:00:00Z,0.798333
1,2026-01-26T08:00:00Z,0.793333
1,2026-01-26T09:00:00Z,0.760000
1,2026-01-26T10:00:00Z,0.671667
1,2026-01-26T11:00:00Z,0.613333
1,2026-01-26T12:00:00Z,0.400000
1,2026-01-26T13:00:00Z,0.500000
1,2026-01-26T14:00:00Z,0.775000
1,2026-01-26T15:00:00Z,0.298333
1,2026-01-26T16:00:00Z,0.168333
1,2026-01-26T17:00:00Z,0.698333
1,2026-01-26T18:00:00Z,0.900000
1,2026-01-26T19:00:00Z,0.650000
1,2026-01-26T20:00:00Z,0.623333
1,2026-01-26T21:00:00Z,0.480000
1,2026-01-26T22:00:00Z,0.935000
1,2026-01-26T23:00:00Z,0.685000
1,2026-01-27T00:00:00Z,0.406667
1,2026-01-27T01:00:00Z,0.031667
1,2026-01-27T02:00:00Z,0.013333
1,2026-01-27T03:00:00Z,0.010000
1,2026-01-27T04:00:00Z,0.010000
