turbine_id,forecast_origin_utc,weather_run_utc,target_time_utc,horizon_h,model,model_version,fallback_used,wind_speed_100m,power_curve,persistence,actual_power
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T13:00:00Z,18,0.02927919,hgb-jan-eval-train-before-20260101,false,2.61000000,0.02053333,0.01000000,0.02333333
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T14:00:00Z,19,0.01150258,hgb-jan-eval-train-before-20260101,false,2.14000000,0.01260000,0.01000000,0.02000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T15:00:00Z,20,0.01245004,hgb-jan-eval-train-before-20260101,false,1.34000000,0.01000000,0.01000000,0.07333333
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T16:00:00Z,21,0.01105961,hgb-jan-eval-train-before-20260101,false,0.60000000,0.01000000,0.01000000,0.07666667
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T17:00:00Z,22,0.00994680,hgb-jan-eval-train-before-20260101,false,1.19000000,0.01000000,0.01000000,0.04333333
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T18:00:00Z,23,0.01060953,hgb-jan-eval-train-before-20260101,false,0.99000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T19:00:00Z,24,0.01468764,hgb-jan-eval-train-before-20260101,false,0.75000000,0.01000000,0.01000000,0.01166667
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T20:00:00Z,25,0.01257789,hgb-jan-eval-train-before-20260101,false,0.74000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T21:00:00Z,26,0.00954838,hgb-jan-eval-train-before-20260101,false,0.59000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T22:00:00Z,27,0.01483791,hgb-jan-eval-train-before-20260101,false,0.43000000,0.01000000,0.01000000,0.01166667
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T23:00:00Z,28,0.01378777,hgb-jan-eval-train-before-20260101,false,1.13000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T00:00:00Z,29,0.01286843,hgb-jan-eval-train-before-20260101,false,1.35000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T01:00:00Z,30,0.01611997,hgb-jan-eval-train-before-20260101,false,1.43000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T02:00:00Z,31,0.01624096,hgb-jan-eval-train-before-20260101,false,1.28000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T03:00:00Z,32,0.01535293,hgb-jan-eval-train-before-20260101,false,1.65000000,0.01000000,0.01000000,0.01000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T04:00:00Z,33,0.02709671,hgb-jan-eval-train-before-20260101,false,2.25000000,0.01333333,0.01000000,0.07500000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T05:00:00Z,34,0.05005844,hgb-jan-eval-train-before-20260101,false,3.16000000,0.03836667,0.01000000,0.28000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T06:00:00Z,35,0.06371774,hgb-jan-eval-train-before-20260101,false,4.17000000,0.08240000,0.01000000,0.40500000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T07:00:00Z,36,0.18499944,hgb-jan-eval-train-before-20260101,false,5.06000000,0.14146667,0.01000000,0.64666667
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T08:00:00Z,37,0.21122371,hgb-jan-eval-train-before-20260101,false,4.90000000,0.12866667,0.01000000,0.84333333
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T09:00:00Z,38,0.08698586,hgb-jan-eval-train-before-20260101,false,4.24000000,0.08613333,0.01000000,0.71000000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T10:00:00Z,39,0.06777749,hgb-jan-eval-train-before-20260101,false,3.72000000,0.05890000,0.01000000,0.57500000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T11:00:00Z,40,0.14425223,hgb-jan-eval-train-before-20260101,false,3.88000000,0.06693333,0.01000000,0.42333333
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T12:00:00Z,41,0.15123928,hgb-jan-eval-train-before-20260101,false,4.23000000,0.08560000,0.01000000,0.35833333
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T13:00:00Z,42,0.15148089,hgb-jan-eval-train-before-20260101,false,4.40000000,0.09566667,0.01000000,0.42500000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T14:00:00Z,43,0.30459555,hgb-jan-eval-train-before-20260101,false,4.83000000,0.12306667,0.01000000,0.44500000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T15:00:00Z,44,0.35305291,hgb-jan-eval-train-before-20260101,false,5.59000000,0.18840000,0.01000000,0.60833333
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T16:00:00Z,45,0.48067481,hgb-jan-eval-train-before-20260101,false,6.24000000,0.26131667,0.01000000,0.87500000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T17:00:00Z,46,0.49696199,hgb-jan-eval-train-before-20260101,false,6.47000000,0.29293333,0.01000000,0.60500000
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T18:00:00Z,47,0.47190686,hgb-jan-eval-train-before-20260101,false,6.71000000,0.32613333,0.01000000,0.31666667
1,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T19:00:00Z,48,0.42931184,hgb-jan-eval-train-before-20260101,false,6.60000000,0.31091667,0.01000000,0.26166667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2025-12-31T20:00:00Z,1,0.89474423,hgb-jan-eval-train-before-20260101,false,10.77000000,0.89853333,0.01000000,0.16333333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2025-12-31T21:00:00Z,2,0.97113271,hgb-jan-eval-train-before-20260101,false,13.63000000,0.97000000,0.01000000,0.63000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2025-12-31T22:00:00Z,3,0.97113271,hgb-jan-eval-train-before-20260101,false,13.03000000,0.97000000,0.01000000,0.97666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2025-12-31T23:00:00Z,4,0.97149021,hgb-jan-eval-train-before-20260101,false,12.45000000,0.97000000,0.01000000,0.98000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T00:00:00Z,5,0.97137649,hgb-jan-eval-train-before-20260101,false,12.01000000,0.96760000,0.01000000,0.97500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T01:00:00Z,6,0.97788937,hgb-jan-eval-train-before-20260101,false,10.14000000,0.81905000,0.01000000,0.95666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T02:00:00Z,7,0.88374789,hgb-jan-eval-train-before-20260101,false,8.70000000,0.60900000,0.01000000,0.81500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T03:00:00Z,8,0.78405586,hgb-jan-eval-train-before-20260101,false,7.99000000,0.50186667,0.01000000,0.58500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T04:00:00Z,9,0.56930049,hgb-jan-eval-train-before-20260101,false,6.57000000,0.29540000,0.01000000,0.43500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T05:00:00Z,10,0.32507745,hgb-jan-eval-train-before-20260101,false,5.11000000,0.13853333,0.01000000,0.33333333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T06:00:00Z,11,0.13757961,hgb-jan-eval-train-before-20260101,false,4.16000000,0.07883333,0.01000000,0.11166667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T07:00:00Z,12,0.09322052,hgb-jan-eval-train-before-20260101,false,3.54000000,0.04993333,0.01000000,0.05666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T08:00:00Z,13,0.04040592,hgb-jan-eval-train-before-20260101,false,2.66000000,0.02123333,0.01000000,0.06833333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T09:00:00Z,14,0.00909365,hgb-jan-eval-train-before-20260101,false,1.40000000,0.01000000,0.01000000,0.02166667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T10:00:00Z,15,0.00981052,hgb-jan-eval-train-before-20260101,false,1.21000000,0.01000000,0.01000000,0.00833333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T11:00:00Z,16,0.01184578,hgb-jan-eval-train-before-20260101,false,2.26000000,0.01190000,0.01000000,0.01000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T12:00:00Z,17,0.06304932,hgb-jan-eval-train-before-20260101,false,3.50000000,0.04833333,0.01000000,0.01166667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T13:00:00Z,18,0.02884679,hgb-jan-eval-train-before-20260101,false,2.61000000,0.02006667,0.01000000,0.02333333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T14:00:00Z,19,0.01107018,hgb-jan-eval-train-before-20260101,false,2.14000000,0.01130000,0.01000000,0.01833333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T15:00:00Z,20,0.01128404,hgb-jan-eval-train-before-20260101,false,1.34000000,0.01000000,0.01000000,0.07666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T16:00:00Z,21,0.01062721,hgb-jan-eval-train-before-20260101,false,0.60000000,0.01000000,0.01000000,0.06500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T17:00:00Z,22,0.00951440,hgb-jan-eval-train-before-20260101,false,1.19000000,0.01000000,0.01000000,0.04000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T18:00:00Z,23,0.01017713,hgb-jan-eval-train-before-20260101,false,0.99000000,0.01000000,0.01000000,0.00833333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T19:00:00Z,24,0.01425524,hgb-jan-eval-train-before-20260101,false,0.75000000,0.01000000,0.01000000,0.00833333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T20:00:00Z,25,0.01214549,hgb-jan-eval-train-before-20260101,false,0.74000000,0.01000000,0.01000000,0.00833333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T21:00:00Z,26,0.00911598,hgb-jan-eval-train-before-20260101,false,0.59000000,0.01000000,0.01000000,0.01000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T22:00:00Z,27,0.01440551,hgb-jan-eval-train-before-20260101,false,0.43000000,0.01000000,0.01000000,0.00833333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-01T23:00:00Z,28,0.01335537,hgb-jan-eval-train-before-20260101,false,1.13000000,0.01000000,0.01000000,0.00500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T00:00:00Z,29,0.01243603,hgb-jan-eval-train-before-20260101,false,1.35000000,0.01000000,0.01000000,0.01000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T01:00:00Z,30,0.01495397,hgb-jan-eval-train-before-20260101,false,1.43000000,0.01000000,0.01000000,0.01000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T02:00:00Z,31,0.01507496,hgb-jan-eval-train-before-20260101,false,1.28000000,0.01000000,0.01000000,0.01000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T03:00:00Z,32,0.01428206,hgb-jan-eval-train-before-20260101,false,1.65000000,0.01000000,0.01000000,0.01000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T04:00:00Z,33,0.02589041,hgb-jan-eval-train-before-20260101,false,2.25000000,0.01166667,0.01000000,0.07666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T05:00:00Z,34,0.04972117,hgb-jan-eval-train-before-20260101,false,3.16000000,0.03563333,0.01000000,0.26666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T06:00:00Z,35,0.06343190,hgb-jan-eval-train-before-20260101,false,4.17000000,0.07933333,0.01000000,0.37666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T07:00:00Z,36,0.18471360,hgb-jan-eval-train-before-20260101,false,5.06000000,0.13503333,0.01000000,0.67666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T08:00:00Z,37,0.21093787,hgb-jan-eval-train-before-20260101,false,4.90000000,0.12383333,0.01000000,0.88500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T09:00:00Z,38,0.08670003,hgb-jan-eval-train-before-20260101,false,4.24000000,0.08283333,0.01000000,0.74500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T10:00:00Z,39,0.06749165,hgb-jan-eval-train-before-20260101,false,3.72000000,0.05713333,0.01000000,0.58166667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T11:00:00Z,40,0.14304594,hgb-jan-eval-train-before-20260101,false,3.88000000,0.06483333,0.01000000,0.43333333
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T12:00:00Z,41,0.15543296,hgb-jan-eval-train-before-20260101,false,4.23000000,0.08233333,0.01000000,0.38000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T13:00:00Z,42,0.15567456,hgb-jan-eval-train-before-20260101,false,4.40000000,0.09233333,0.01000000,0.44666667
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T14:00:00Z,43,0.30878923,hgb-jan-eval-train-before-20260101,false,4.83000000,0.11893333,0.01000000,0.47000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T15:00:00Z,44,0.35175148,hgb-jan-eval-train-before-20260101,false,5.59000000,0.18120000,0.01000000,0.66000000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T16:00:00Z,45,0.47937338,hgb-jan-eval-train-before-20260101,false,6.24000000,0.25056667,0.01000000,0.88500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T17:00:00Z,46,0.49566056,hgb-jan-eval-train-before-20260101,false,6.47000000,0.28173333,0.01000000,0.66500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T18:00:00Z,47,0.47060543,hgb-jan-eval-train-before-20260101,false,6.71000000,0.31453333,0.01000000,0.29500000
2,2025-12-31T19:00:00Z,2025-12-31T12:00:00Z,2026-01-02T19:00:00Z,48,0.42801041,hgb-jan-eval-train-before-20260101,false,6.60000000,0.29950000,0.01000000,0.21166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-01T20:00:00Z,1,0.01388060,hgb-jan-eval-train-before-20260101,false,1.72000000,0.01000000,0.01000000,0.01000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-01T21:00:00Z,2,0.01388060,hgb-jan-eval-train-before-20260101,false,1.26000000,0.01000000,0.01000000,0.01000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-01T22:00:00Z,3,0.01467705,hgb-jan-eval-train-before-20260101,false,0.30000000,0.01000000,0.01000000,0.01166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-01T23:00:00Z,4,0.01471393,hgb-jan-eval-train-before-20260101,false,0.16000000,0.01000000,0.01000000,0.01000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T00:00:00Z,5,0.00921387,hgb-jan-eval-train-before-20260101,false,0.14000000,0.01000000,0.01000000,0.01000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T01:00:00Z,6,0.00964649,hgb-jan-eval-train-before-20260101,false,0.85000000,0.01000000,0.01000000,0.01000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T02:00:00Z,7,0.00881575,hgb-jan-eval-train-before-20260101,false,0.94000000,0.01000000,0.01000000,0.01000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T03:00:00Z,8,0.01461428,hgb-jan-eval-train-before-20260101,false,0.50000000,0.01000000,0.01000000,0.01000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T04:00:00Z,9,0.01120702,hgb-jan-eval-train-before-20260101,false,2.05000000,0.01200000,0.01000000,0.07500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T05:00:00Z,10,0.04737367,hgb-jan-eval-train-before-20260101,false,3.70000000,0.05816667,0.01000000,0.28000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T06:00:00Z,11,0.18206769,hgb-jan-eval-train-before-20260101,false,4.97000000,0.13426667,0.01000000,0.40500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T07:00:00Z,12,0.28081292,hgb-jan-eval-train-before-20260101,false,5.80000000,0.20925000,0.01000000,0.64666667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T08:00:00Z,13,0.20114783,hgb-jan-eval-train-before-20260101,false,5.06000000,0.14146667,0.01000000,0.84333333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T09:00:00Z,14,0.08135848,hgb-jan-eval-train-before-20260101,false,3.92000000,0.06906667,0.01000000,0.71000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T10:00:00Z,15,0.07570993,hgb-jan-eval-train-before-20260101,false,3.71000000,0.05853333,0.01000000,0.57500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T11:00:00Z,16,0.12807108,hgb-jan-eval-train-before-20260101,false,4.47000000,0.09986667,0.01000000,0.42333333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T12:00:00Z,17,0.23157135,hgb-jan-eval-train-before-20260101,false,4.69000000,0.11306667,0.01000000,0.35833333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T13:00:00Z,18,0.18177076,hgb-jan-eval-train-before-20260101,false,4.50000000,0.10166667,0.01000000,0.42500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T14:00:00Z,19,0.29363828,hgb-jan-eval-train-before-20260101,false,4.94000000,0.13186667,0.01000000,0.44500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T15:00:00Z,20,0.33909706,hgb-jan-eval-train-before-20260101,false,5.39000000,0.16973333,0.01000000,0.60833333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T16:00:00Z,21,0.43281421,hgb-jan-eval-train-before-20260101,false,6.15000000,0.25066667,0.01000000,0.87500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T17:00:00Z,22,0.51741050,hgb-jan-eval-train-before-20260101,false,6.71000000,0.32613333,0.01000000,0.60500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T18:00:00Z,23,0.56749942,hgb-jan-eval-train-before-20260101,false,7.00000000,0.37083333,0.01000000,0.31666667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T19:00:00Z,24,0.48088354,hgb-jan-eval-train-before-20260101,false,6.67000000,0.32060000,0.01000000,0.26166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T20:00:00Z,25,0.31879342,hgb-jan-eval-train-before-20260101,false,5.73000000,0.20146667,0.01000000,0.22166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T21:00:00Z,26,0.17646417,hgb-jan-eval-train-before-20260101,false,4.65000000,0.11066667,0.01000000,0.36166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T22:00:00Z,27,0.09158369,hgb-jan-eval-train-before-20260101,false,4.41000000,0.09626667,0.01000000,0.17833333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-02T23:00:00Z,28,0.19255456,hgb-jan-eval-train-before-20260101,false,5.05000000,0.14066667,0.01000000,0.21000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T00:00:00Z,29,0.22771861,hgb-jan-eval-train-before-20260101,false,5.10000000,0.14466667,0.01000000,0.25500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T01:00:00Z,30,0.19802011,hgb-jan-eval-train-before-20260101,false,5.03000000,0.13906667,0.01000000,0.16000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T02:00:00Z,31,0.21804903,hgb-jan-eval-train-before-20260101,false,5.10000000,0.14466667,0.01000000,0.26000000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T03:00:00Z,32,0.24444590,hgb-jan-eval-train-before-20260101,false,5.34000000,0.16506667,0.01000000,0.22833333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T04:00:00Z,33,0.33877062,hgb-jan-eval-train-before-20260101,false,6.13000000,0.24830000,0.01000000,0.16500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T05:00:00Z,34,0.26305905,hgb-jan-eval-train-before-20260101,false,5.48000000,0.17813333,0.01000000,0.15166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T06:00:00Z,35,0.25090783,hgb-jan-eval-train-before-20260101,false,5.47000000,0.17720000,0.01000000,0.07333333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T07:00:00Z,36,0.34394554,hgb-jan-eval-train-before-20260101,false,5.79000000,0.20806667,0.01000000,0.13333333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T08:00:00Z,37,0.30005938,hgb-jan-eval-train-before-20260101,false,5.50000000,0.18000000,0.01000000,0.17666667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T09:00:00Z,38,0.34123335,hgb-jan-eval-train-before-20260101,false,5.62000000,0.19120000,0.01000000,0.17166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T10:00:00Z,39,0.42028580,hgb-jan-eval-train-before-20260101,false,5.64000000,0.19306667,0.01000000,0.19666667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T11:00:00Z,40,0.42525875,hgb-jan-eval-train-before-20260101,false,5.64000000,0.19306667,0.01000000,0.24333333
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T12:00:00Z,41,0.36531423,hgb-jan-eval-train-before-20260101,false,5.84000000,0.21398333,0.01000000,0.25500000
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T13:00:00Z,42,0.43548906,hgb-jan-eval-train-before-20260101,false,6.40000000,0.28325000,0.01000000,0.52166667
1,2026-01-01T19:00:00Z,2026-01-01T12:00:00Z,2026-01-03T14:00:00Z,43,0.41064548,hgb-jan-eval-train-before-20260101,false,6.15000000,0.25066667,0.01000000,0.21500000
